ticker,name,market
현대홈쇼핑,057050,KOSPI
KG스틸,016380,KOSPI
동아쏘시오홀딩스,000640,KOSPI
카프로,006380,KOSPI
SNT에너지,100840,KOSPI
풀무원,017810,KOSPI
동원F&B,049770,KOSPI
제주항공,089590,KOSPI
PI첨단소재,178920,KOSPI
일진하이솔루스,271940,KOSPI
OCI,456040,KOSPI
미래에셋증권2우B,00680K,KOSPI
티웨이항공,091810,KOSPI
롯데손해보험,000400,KOSPI
대한해운,005880,KOSPI
아이에스동서,010780,KOSPI
비에이치,090460,KOSPI
DS단석,017860,KOSPI
KCC글라스,344820,KOSPI
아세아,002030,KOSPI
삼양홀딩스,000070,KOSPI
드림텍,192650,KOSPI
JW중외제약,001060,KOSPI
후성,093370,KOSPI
유안타증권,003470,KOSPI
넥센타이어,002350,KOSPI
진에어,272450,KOSPI
HJ중공업,097230,KOSPI
LX홀딩스,383800,KOSPI
명신산업,009900,KOSPI
지역난방공사,071320,KOSPI
SNT홀딩스,036530,KOSPI
쏘카,403550,KOSPI
디아이,003160,KOSPI
한세실업,105630,KOSPI
유니드,014830,KOSPI
해성디에스,195870,KOSPI
SK이터닉스,475150,KOSPI
삼아알미늄,006110,KOSPI
F&F홀딩스,007700,KOSPI
제이알글로벌리츠,348950,KOSPI
세진중공업,075580,KOSPI
고려제강,002240,KOSPI
남양유업,003920,KOSPI
LF,093050,KOSPI
퍼시스,016800,KOSPI
신풍제약,019170,KOSPI
바이오노트,377740,KOSPI
한화손해보험,000370,KOSPI
동국제강,460860,KOSPI
삼양사,145990,KOSPI
동아에스티,170900,KOSPI
쿠쿠홈시스,284740,KOSPI
현대그린푸드,453340,KOSPI
E1,017940,KOSPI
더본코리아,475560,KOSPI
GS피앤엘,499790,KOSPI
지누스,013890,KOSPI
세아제강,306200,KOSPI
흥아해운,003280,KOSPI
대상홀딩스,084690,KOSPI
엠씨넥스,097520,KOSPI
SBS,034120,KOSPI
한일홀딩스,003300,KOSPI
대신증권우,003545,KOSPI
삼성FN리츠,448730,KOSPI
한국쉘석유,002960,KOSPI
SPC삼립,005610,KOSPI
코람코라이프인프라리츠,357120,KOSPI
풍산홀딩스,005810,KOSPI
SNT모티브,064960,KOSPI
현대퓨처넷,126560,KOSPI
NICE,034310,KOSPI
사조대림,003960,KOSPI
신도리코,029530,KOSPI
아세아시멘트,183190,KOSPI
신세계인터내셔날,031430,KOSPI
한전산업,130660,KOSPI
맵스리얼티1,094800,KOSPI
영진약품,003520,KOSPI
아모레퍼시픽우,090435,KOSPI
현대차3우B,005389,KOSPI
세아홀딩스,058650,KOSPI
애경케미칼,161000,KOSPI
한섬,020000,KOSPI
삼천리,004690,KOSPI
CJ4우(전환),00104K,KOSPI
대한제강,084010,KOSPI
애경산업,018250,KOSPI
한국금융지주우,071055,KOSPI
KB스타리츠,432320,KOSPI
한화3우B,00088K,KOSPI
조광피혁,004700,KOSPI
이아이디,093230,KOSPI
스틱인베스트먼트,026890,KOSPI
HL홀딩스,060980,KOSPI
서연이화,200880,KOSPI
부광약품,003000,KOSPI
SGC에너지,005090,KOSPI
LS네트웍스,000680,KOSPI
남해화학,025860,KOSPI
BGF,027410,KOSPI
YG PLUS,037270,KOSPI
백광산업,001340,KOSPI
일동제약,249420,KOSPI
대원제약,003220,KOSPI
백산,035150,KOSPI
한국자산신탁,123890,KOSPI
자화전자,033240,KOSPI
예스코홀딩스,015360,KOSPI
아세아제지,002310,KOSPI
신성통상,005390,KOSPI
수산인더스트리,126720,KOSPI
삼화콘덴서,001820,KOSPI
유나이티드제약,033270,KOSPI
롯데이노베이트,286940,KOSPI
대동,000490,KOSPI
국도화학,007690,KOSPI
현대코퍼레이션,011760,KOSPI
코리아써키트,007810,KOSPI
송원산업,004430,KOSPI
농심홀딩스,072710,KOSPI
엘브이엠씨홀딩스,900140,KOSPI
광동제약,009290,KOSPI
모토닉,009680,KOSPI
한국철강,104700,KOSPI
한진,002320,KOSPI
한농화성,011500,KOSPI
HD현대에너지솔루션,322000,KOSPI
LX하우시스,108670,KOSPI
디앤디플랫폼리츠,377190,KOSPI
부국증권,001270,KOSPI
교촌에프앤비,339770,KOSPI
삼화전기,009470,KOSPI
화승인더,006060,KOSPI
삼익THK,004380,KOSPI
KISCO홀딩스,001940,KOSPI
DB,012030,KOSPI
한일현대시멘트,006390,KOSPI
에어부산,298690,KOSPI
KG케미칼,001390,KOSPI
삼일제약,000520,KOSPI
신성이엔지,011930,KOSPI
LG생활건강우,051905,KOSPI
아이마켓코리아,122900,KOSPI
이리츠코크렙,088260,KOSPI
제주은행,006220,KOSPI
잇츠한불,226320,KOSPI
케이씨,029460,KOSPI
화신,010690,KOSPI
유진투자증권,001200,KOSPI
넥스틸,092790,KOSPI
CR홀딩스,000480,KOSPI
DB금융투자,016610,KOSPI
한국토지신탁,034830,KOSPI
NH투자증권우,005945,KOSPI
SIMPAC,009160,KOSPI
포스코스틸리온,058430,KOSPI
한화갤러리아,452260,KOSPI
대원전선,006340,KOSPI
삼진제약,005500,KOSPI
서울가스,017390,KOSPI
휴스틸,005010,KOSPI
대덕,008060,KOSPI
신대양제지,016590,KOSPI
대한제당,001790,KOSPI
콜마홀딩스,024720,KOSPI
이연제약,102460,KOSPI
삼영무역,002810,KOSPI
에이프로젠,007460,KOSPI
넥센,005720,KOSPI
동국홀딩스,001230,KOSPI
광주신세계,037710,KOSPI
세방,004360,KOSPI
대원강업,000430,KOSPI
코오롱ENP,138490,KOSPI
KPX홀딩스,092230,KOSPI
TYM,002900,KOSPI
삼양패키징,272550,KOSPI
종근당홀딩스,001630,KOSPI
SK증권,001510,KOSPI
인스코비,006490,KOSPI
도화엔지니어링,002150,KOSPI
JW홀딩스,096760,KOSPI
이지스밸류리츠,334890,KOSPI
삼성SDI우,006405,KOSPI
GS글로벌,001250,KOSPI
대성에너지,117580,KOSPI
한국화장품제조,003350,KOSPI
HDC랩스,039570,KOSPI
대한제분,001130,KOSPI
알루코,001780,KOSPI
스카이라이프,053210,KOSPI
코오롱,002020,KOSPI
HLB글로벌,003580,KOSPI
주성코퍼레이션,109070,KOSPI
일양약품,007570,KOSPI
환인제약,016580,KOSPI
삼부토건,001470,KOSPI
흥국화재,000540,KOSPI
한솔제지,213500,KOSPI
KPX케미칼,025000,KOSPI
조일알미늄,018470,KOSPI
삼영전자,005680,KOSPI
제이에스코퍼레이션,194370,KOSPI
일성아이에스,003120,KOSPI
하이트진로홀딩스,000140,KOSPI
KSS해운,044450,KOSPI
이월드,084680,KOSPI
현대비앤지스틸,004560,KOSPI
디아이씨,092200,KOSPI
동국씨엠,460850,KOSPI
신세계 I&C,035510,KOSPI
현대차증권,001500,KOSPI
오리엔트바이오,002630,KOSPI
서흥,008490,KOSPI
한미글로벌,053690,KOSPI
동성케미컬,102260,KOSPI
신한서부티엔디리츠,404990,KOSPI
코람코더원리츠,417310,KOSPI
동아지질,028100,KOSPI
LG헬로비전,037560,KOSPI
모나용평,070960,KOSPI
에이블씨엔씨,078520,KOSPI
일신방직,003200,KOSPI
콘텐트리중앙,036420,KOSPI
대교,019680,KOSPI
하나제약,293480,KOSPI
노루홀딩스,000320,KOSPI
남선알미늄,008350,KOSPI
성신양회,004980,KOSPI
일진홀딩스,015860,KOSPI
웅진씽크빅,095720,KOSPI
무학,033920,KOSPI
롯데하이마트,071840,KOSPI
삼성전기우,009155,KOSPI
해태제과식품,101530,KOSPI
AJ네트웍스,095570,KOSPI
경농,002100,KOSPI
토니모리,214420,KOSPI
일진다이아,081000,KOSPI
KEC,092220,KOSPI
삼화페인트,000390,KOSPI
CJ제일제당 우,097955,KOSPI
조선내화,462520,KOSPI
동화약품,000020,KOSPI
사조산업,007160,KOSPI
LG우,003555,KOSPI
진양홀딩스,100250,KOSPI
경방,000050,KOSPI
코오롱글로벌,003070,KOSPI
BYC,001460,KOSPI
무림P&P,009580,KOSPI
미원화학,134380,KOSPI
경보제약,214390,KOSPI
경동인베스트,012320,KOSPI
한국공항,005430,KOSPI
한국석유,004090,KOSPI
미원홀딩스,107590,KOSPI
일성건설,013360,KOSPI
일신석재,007110,KOSPI
그린케미칼,083420,KOSPI
JW생명과학,234080,KOSPI
퍼스텍,010820,KOSPI
코오롱모빌리티그룹,450140,KOSPI
제일약품,271980,KOSPI
금호석유우,011785,KOSPI
우진,105840,KOSPI
서연,007860,KOSPI
한국무브넥스,010100,KOSPI
다올투자증권,030210,KOSPI
진원생명과학,011000,KOSPI
대영포장,014160,KOSPI
삼성출판사,068290,KOSPI
삼영,003720,KOSPI
한독,002390,KOSPI
대유플러스,000300,KOSPI
에이프로젠바이오로직스,003060,KOSPI
한세예스24홀딩스,016450,KOSPI
동양,001520,KOSPI
이수화학,005950,KOSPI
강남제비스코,000860,KOSPI
S-Oil우,010955,KOSPI
아주스틸,139990,KOSPI
대동전자,008110,KOSPI
대신증권2우B,003547,KOSPI
현대리바트,079430,KOSPI
미창석유,003650,KOSPI
한국제지,027970,KOSPI
대성산업,128820,KOSPI
노루페인트,090350,KOSPI
한양증권,001750,KOSPI
NH올원리츠,400760,KOSPI
NPC,004250,KOSPI
효성화학,298000,KOSPI
SG글로벌,001380,KOSPI
유니퀘스트,077500,KOSPI
SK디앤디,210980,KOSPI
방림,003610,KOSPI
삼성제약,001360,KOSPI
이구산업,025820,KOSPI
대창단조,015230,KOSPI
이지스레지던스리츠,350520,KOSPI
벽산,007210,KOSPI
유니켐,011330,KOSPI
삼양통상,002170,KOSPI
태경산업,015890,KOSPI
태림포장,011280,KOSPI
유수홀딩스,000700,KOSPI
대한화섬,003830,KOSPI
사조동아원,008040,KOSPI
신세계건설,034300,KOSPI
한국주철관,000970,KOSPI
신원,009270,KOSPI
신라교역,004970,KOSPI
금호에이치티,214330,KOSPI
한솔테크닉스,004710,KOSPI
태경케미컬,006890,KOSPI
아남전자,008700,KOSPI
신흥,004080,KOSPI
자이에스앤디,317400,KOSPI
선진,136490,KOSPI
효성ITX,094280,KOSPI
STX,011810,KOSPI
디와이파워,210540,KOSPI
CJ우,001045,KOSPI
삼성물산우B,02826K,KOSPI
티와이홀딩스,363280,KOSPI
아시아나IDT,267850,KOSPI
페이퍼코리아,001020,KOSPI
AK홀딩스,006840,KOSPI
수산중공업,017550,KOSPI
에스엠벡셀,010580,KOSPI
디씨엠,024090,KOSPI
태경비케이,014580,KOSPI
진양산업,003780,KOSPI
덕성,004830,KOSPI
아모레G3우(전환),00279K,KOSPI
유한양행우,000105,KOSPI
KH 필룩스,033180,KOSPI
키다리스튜디오,020120,KOSPI
두산2우B,000157,KOSPI
대창,012800,KOSPI
유화증권,003460,KOSPI
신세계푸드,031440,KOSPI
경인양행,012610,KOSPI
진흥기업,002780,KOSPI
극동유화,014530,KOSPI
KIB플러그에너지,015590,KOSPI
조선선재,120030,KOSPI
KTcs,058850,KOSPI
샘표식품,248170,KOSPI
금강공업,014280,KOSPI
태양금속,004100,KOSPI
HS애드,035000,KOSPI
샘표,007540,KOSPI
SJG세종,033530,KOSPI
계룡건설,013580,KOSPI
HS효성,487570,KOSPI
동남합성,023450,KOSPI
제일파마홀딩스,002620,KOSPI
휴니드,005870,KOSPI
KCTC,009070,KOSPI
청호ICT,012600,KOSPI
종근당바이오,063160,KOSPI
삼익악기,002450,KOSPI
세아특수강,019440,KOSPI
CJ씨푸드,011150,KOSPI
HDC현대EP,089470,KOSPI
동일고무벨트,163560,KOSPI
대성홀딩스,016710,KOSPI
현대약품,004310,KOSPI
한신기계,011700,KOSPI
삼성공조,006660,KOSPI
한국수출포장,002200,KOSPI
모나리자,012690,KOSPI
디와이,013570,KOSPI
광전자,017900,KOSPI
한국화장품,123690,KOSPI
동인기연,111380,KOSPI
인천도시가스,034590,KOSPI
국제약품,002720,KOSPI
미래에셋글로벌리츠,396690,KOSPI
우신시스템,017370,KOSPI
신일전자,002700,KOSPI
동양철관,008970,KOSPI
경동도시가스,267290,KOSPI
동방,004140,KOSPI
대현,016090,KOSPI
한진중공업홀딩스,003480,KOSPI
한국특강,007280,KOSPI
동성제약,002210,KOSPI
진양화학,051630,KOSPI
한솔홀딩스,004150,KOSPI
크라운제과,264900,KOSPI
금호건설,002990,KOSPI
SK이노베이션우,096775,KOSPI
NI스틸,008260,KOSPI
조흥,002600,KOSPI
동일산업,004890,KOSPI
인지컨트롤스,023800,KOSPI
한컴라이프케어,372910,KOSPI
유니온머티리얼,047400,KOSPI
현대코퍼레이션홀딩스,227840,KOSPI
와이투솔루션,011690,KOSPI
HS화성,002460,KOSPI
KTis,058860,KOSPI
제일연마,001560,KOSPI
유니온,000910,KOSPI
에이플러스에셋,244920,KOSPI
삼원강재,023000,KOSPI
동원금속,018500,KOSPI
신영와코루,005800,KOSPI
사조씨푸드,014710,KOSPI
만호제강,001080,KOSPI
대호에이엘,069460,KOSPI
덕양산업,024900,KOSPI
두올,016740,KOSPI
성창기업지주,000180,KOSPI
휴비스,079980,KOSPI
깨끗한나라,004540,KOSPI
성안머티리얼스,011300,KOSPI
DRB동일,004840,KOSPI
한국내화,010040,KOSPI
범양건영,002410,KOSPI
무림페이퍼,009200,KOSPI
황금에스티,032560,KOSPI
신송홀딩스,006880,KOSPI
CS홀딩스,000590,KOSPI
코스맥스비티아이,044820,KOSPI
HL D&I,014790,KOSPI
남양유업우,003925,KOSPI
세이브존I&C,067830,KOSPI
NH프라임리츠,338100,KOSPI
팜스코,036580,KOSPI
텔코웨어,078000,KOSPI
동방아그로,007590,KOSPI
사조오양,006090,KOSPI
영보화학,014440,KOSPI
크라운해태홀딩스,005740,KOSPI
티웨이홀딩스,004870,KOSPI
화승코퍼레이션,013520,KOSPI
써니전자,004770,KOSPI
팜젠사이언스,004720,KOSPI
부산산업,011390,KOSPI
세원정공,021820,KOSPI
동부건설,005960,KOSPI
남광토건,001260,KOSPI
대구백화점,006370,KOSPI
까뮤이앤씨,013700,KOSPI
유유제약,000220,KOSPI
한솔홈데코,025750,KOSPI
형지엘리트,093240,KOSPI
일동홀딩스,000230,KOSPI
조광페인트,004910,KOSPI
한신공영,004960,KOSPI
삼호개발,010960,KOSPI
진양폴리,010640,KOSPI
평화홀딩스,010770,KOSPI
TP,007980,KOSPI
신한글로벌액티브리츠,481850,KOSPI
고려산업,002140,KOSPI
웅진,016880,KOSPI
호전실업,111110,KOSPI
인터지스,129260,KOSPI
인바이오젠,101140,KOSPI
엔케이,085310,KOSPI
테이팩스,055490,KOSPI
GS우,078935,KOSPI
쌍방울,102280,KOSPI
지엠비코리아,013870,KOSPI
기신정기,092440,KOSPI
평화산업,090080,KOSPI
이엔플러스,074610,KOSPI
유엔젤,072130,KOSPI
SK우,03473K,KOSPI
콤텍시스템,031820,KOSPI
화천기계,010660,KOSPI
혜인,003010,KOSPI
세원이앤씨,091090,KOSPI
광명전기,017040,KOSPI
삼화왕관,004450,KOSPI
화천기공,000850,KOSPI
SG세계물산,004060,KOSPI
대림B&Co,005750,KOSPI
STX그린로지스,465770,KOSPI
부국증권우,001275,KOSPI
보락,002760,KOSPI
새론오토모티브,075180,KOSPI
보해양조,000890,KOSPI
미래에셋증권우,006805,KOSPI
IHQ,003560,KOSPI
DSR,155660,KOSPI
삼정펄프,009770,KOSPI
두산퓨얼셀1우,33626K,KOSPI
비상교육,100220,KOSPI
상신브레이크,041650,KOSPI
한솔로지스틱스,009180,KOSPI
미래에셋맵스리츠,357250,KOSPI
동양피스톤,092780,KOSPI
하이스틸,071090,KOSPI
서원,021050,KOSPI
한국종합기술,023350,KOSPI
인디에프,014990,KOSPI
대양금속,009190,KOSPI
이건산업,008250,KOSPI
금비,008870,KOSPI
인팩,023810,KOSPI
다스코,058730,KOSPI
엑시큐어하이트론,019490,KOSPI
아모레G우,002795,KOSPI
삼일씨엔에스,004440,KOSPI
이스타코,015020,KOSPI
영풍제지,006740,KOSPI
화승알앤에이,378850,KOSPI
명문제약,017180,KOSPI
조비,001550,KOSPI
천일고속,000650,KOSPI
티에이치엔,019180,KOSPI
갤럭시아에스엠,011420,KOSPI
플레이그램,009810,KOSPI
SH에너지화학,002360,KOSPI
마니커,027740,KOSPI
코오롱인더우,120115,KOSPI
현대건설우,000725,KOSPI
케이비아이동국실업,001620,KOSPI
메타케어,118000,KOSPI
선도전기,007610,KOSPI
서울식품,004410,KOSPI
씨아이테크,004920,KOSPI
DSR제강,069730,KOSPI
한일철강,002220,KOSPI
삼화전자,011230,KOSPI
DL이앤씨2우(전환),37550L,KOSPI
롯데칠성우,005305,KOSPI
아진전자부품,009320,KOSPI
씨티알모빌리티,308170,KOSPI
부국철강,026940,KOSPI
윌비스,008600,KOSPI
문배철강,008420,KOSPI
웰바이오텍,010600,KOSPI
성보화학,003080,KOSPI
시디즈,134790,KOSPI
유성기업,002920,KOSPI
미래산업,025560,KOSPI
한화솔루션우,009835,KOSPI
에쓰씨엔지니어링,023960,KOSPI
대유에이텍,002880,KOSPI
마스턴프리미어리츠,357430,KOSPI
케이탑리츠,145270,KOSPI
일진디스플,020760,KOSPI
상상인증권,001290,KOSPI
SJM홀딩스,025530,KOSPI
우성,006980,KOSPI
금호전기,001210,KOSPI
SJM,123700,KOSPI
SK케미칼우,28513K,KOSPI
영화금속,012280,KOSPI
SK디스커버리우,006125,KOSPI
한익스프레스,014130,KOSPI
한창제지,009460,KOSPI
계양전기,012200,KOSPI
핸즈코퍼레이션,143210,KOSPI
신풍,002870,KOSPI
영흥,012160,KOSPI
체시스,033250,KOSPI
유니드비티플러스,446070,KOSPI
대원화성,024890,KOSPI
우진플라임,049800,KOSPI
모나미,005360,KOSPI
다이나믹디자인,145210,KOSPI
남성,004270,KOSPI
세우글로벌,013000,KOSPI
부산주공,005030,KOSPI
대림통상,006570,KOSPI
MH에탄올,023150,KOSPI
유안타증권우,003475,KOSPI
유화증권우,003465,KOSPI
솔루스첨단소재1우,33637K,KOSPI
한세엠케이,069640,KOSPI
화인베스틸,133820,KOSPI
한국전자홀딩스,006200,KOSPI
DL이앤씨우,37550K,KOSPI
SUN&L,002820,KOSPI
온타이드,005320,KOSPI
메타랩스,090370,KOSPI
국보,001140,KOSPI
KC코트렐,119650,KOSPI
DL우,000215,KOSPI
원림,005820,KOSPI
에넥스,011090,KOSPI
신풍제약우,019175,KOSPI
전방,000950,KOSPI
한화투자증권우,003535,KOSPI
이화산업,000760,KOSPI
한성기업,003680,KOSPI
경인전자,009140,KOSPI
참엔지니어링,009310,KOSPI
코아스,071950,KOSPI
세방우,004365,KOSPI
세기상사,002420,KOSPI
WISCOM,024070,KOSPI
대한방직,001070,KOSPI
BYC우,001465,KOSPI
성문전자,014910,KOSPI
KR모터스,000040,KOSPI
태원물산,001420,KOSPI
호텔신라우,008775,KOSPI
동일제강,002690,KOSPI
한솔PNS,010420,KOSPI
주연테크,044380,KOSPI
대한항공우,003495,KOSPI
대교우B,019685,KOSPI
비비안,002070,KOSPI
미래아이앤지,007120,KOSPI
아센디오,012170,KOSPI
대상우,001685,KOSPI
우진아이엔에스,010400,KOSPI
동원수산,030720,KOSPI
두산퓨얼셀2우B,33626L,KOSPI
한창,005110,KOSPI
에이엔피,015260,KOSPI
TBH글로벌,084870,KOSPI
진도,088790,KOSPI
대상홀딩스우,084695,KOSPI
롯데지주우,00499K,KOSPI
KC그린홀딩스,009440,KOSPI
한국ANKOR유전,152550,KOSPI
